,X.当周毛利,Y.次周毛利,Z.季度毛利,M．次周为当周倍数,N．季度为次周倍数,添加时间
btc_usd,0.00822734,0.00634019,0.07708389,0.77062424,12.15798391,2018-01-03 19:46:12
ltc_usd,0.0053199,0.01090277,0.1003904,2.04942966,9.20779221,2018-01-03 19:46:08
etc_usd,0.00432035,0.01454088,0.12264638,3.36567164,8.4345898,2018-01-03 19:46:08
bch_usd,0.00591945,0.00891786,0.11237977,1.50653595,12.60164859,2018-01-03 19:46:08
eth_usd,0.00132552,0.00284844,0.05045705,2.14891775,17.71394037,2018-01-03 19:46:08
btc_usd,0.00727855,0.00677491,0.07661377,0.93080542,11.30845475,2018-01-03 19:46:08
ltc_usd,0.0053199,0.01090277,0.1003904,2.04942966,9.20779221,2018-01-03 19:45:52
etc_usd,0.00432035,0.01454088,0.12438741,3.36567164,8.55432373,2018-01-03 19:45:52
bch_usd,0.00772362,0.01288434,0.11479198,1.66817269,8.9094192,2018-01-03 19:45:52
eth_usd,0.00170257,0.00191955,0.05083934,1.12744437,26.48504785,2018-01-03 19:45:52
btc_usd,0.0073786,0.00677491,0.07704018,0.91818347,11.37139459,2018-01-03 19:45:52
ltc_usd,0.00608451,0.01090277,0.09973097,1.7918883,9.14730983,2018-01-03 19:45:43
etc_usd,0.00483621,0.01454088,0.12490328,3.00666667,8.58980044,2018-01-03 19:45:43
bch_usd,0.00538948,0.01288434,0.11479198,2.39064748,8.9094192,2018-01-03 19:45:43
eth_usd,0.00169913,0.001923,0.05084296,1.13175676,26.43940299,2018-01-03 19:45:43
btc_usd,0.00700121,0.00675409,0.07783319,0.96470363,11.5238616,2018-01-03 19:45:43
ltc_usd,0.0045352,0.01388451,0.099443,3.06149733,7.16215429,2018-01-03 19:45:33
etc_usd,0.00593242,0.01454088,0.12470983,2.45108696,8.57649667,2018-01-03 19:45:33
bch_usd,0.00538948,0.01288434,0.11472994,2.39064748,8.90460427,2018-01-03 19:45:33
eth_usd,0.00169913,0.001923,0.05084296,1.13175676,26.43940299,2018-01-03 19:45:33
btc_usd,0.00746455,0.00747328,0.07697566,1.00116949,10.30011681,2018-01-03 19:45:32
ltc_usd,0.00405015,0.01003242,0.099443,2.47704591,9.91216761,2018-01-03 19:45:22
etc_usd,0.00593242,0.01450864,0.1244519,2.44565217,8.57777778,2018-01-03 19:45:22
bch_usd,0.00526153,0.01288434,0.11473227,2.44878408,8.90478483,2018-01-03 19:45:22
eth_usd,0.00190158,0.00213009,0.05106017,1.12016908,23.97088949,2018-01-03 19:45:22
btc_usd,0.00789969,0.00774524,0.07833011,0.98044883,10.11331715,2018-01-03 19:45:22
ltc_usd,0.003747,0.01004859,0.099443,2.68176915,9.89621883,2018-01-03 19:45:19
etc_usd,0.00593242,0.01450864,0.1244519,2.44565217,8.57777778,2018-01-03 19:45:19
bch_usd,0.00439649,0.00427785,0.11646582,0.97301349,27.22532403,2018-01-03 19:45:19
eth_usd,0.00189813,0.00210252,0.05105654,1.107683,24.28345167,2018-01-03 19:45:19
btc_usd,0.00723888,0.00764578,0.07785773,1.05621,10.18310354,2018-01-03 19:45:19
ltc_usd,0.00431995,0.01074325,0.10021236,2.48689139,9.32793675,2018-01-03 19:45:03
etc_usd,0.00593242,0.01363812,0.12393603,2.29891304,9.08747045,2018-01-03 19:45:03
bch_usd,0.00439805,0.00427785,0.11630414,0.97267037,27.18752832,2018-01-03 19:45:02
eth_usd,0.00199019,0.0022038,0.05116276,1.10732833,23.21573736,2018-01-03 19:45:02
btc_usd,0.00802139,0.00765101,0.07888498,0.95382553,10.31040239,2018-01-03 19:45:02
ltc_usd,0.00496564,0.01125869,0.10077783,2.26731866,8.95111431,2018-01-03 19:44:56
etc_usd,0.00593242,0.01363812,0.12844983,2.29891304,9.41843972,2018-01-03 19:44:56
bch_usd,0.00440231,0.00427785,0.11664108,0.97172803,27.26629203,2018-01-03 19:44:56
eth_usd,0.00094415,0.00237071,0.05133783,2.51094891,21.65503876,2018-01-03 19:44:55
btc_usd,0.0091414,0.00842654,0.07852832,0.92179921,9.3191676,2018-01-03 19:44:55
ltc_usd,0.00493717,0.01421258,0.10074665,2.87868852,7.08855353,2018-01-03 19:44:44
etc_usd,0.00722161,0.01357276,0.12837707,1.87946429,9.4584323,2018-01-03 19:44:44
bch_usd,0.00470853,0.00458829,0.11508242,0.97446458,25.08174134,2018-01-03 19:44:44
eth_usd,0.00093495,0.00236035,0.05132817,2.52457002,21.7459854,2018-01-03 19:44:44
btc_usd,0.00950225,0.00843264,0.07890168,0.88743548,9.35670465,2018-01-03 19:44:44
ltc_usd,0.00515975,0.00966391,0.10074665,1.87294118,10.42504188,2018-01-03 19:44:32
etc_usd,0.00722161,0.01357276,0.1238958,1.87946429,9.12826603,2018-01-03 19:44:32
bch_usd,0.00470659,0.00458829,0.11507583,0.97486609,25.08030431,2018-01-03 19:44:32
eth_usd,0.00087747,0.00230279,0.0512678,2.62434555,22.26334165,2018-01-03 19:44:32
btc_usd,0.00943181,0.00843945,0.07846855,0.89478558,9.29782661,2018-01-03 19:44:32
ltc_usd,0.00583138,0.01033854,0.10148214,1.77291667,9.81590286,2018-01-03 19:44:23
etc_usd,0.00722161,0.01357276,0.12038171,1.87946429,8.86935867,2018-01-03 19:44:23
bch_usd,0.00419928,0.00458829,0.11507583,1.09263877,25.08030431,2018-01-03 19:44:23
eth_usd,0.00102118,0.00244671,0.05141875,2.39595051,21.01549296,2018-01-03 19:44:23
btc_usd,0.00943051,0.00925031,0.07898902,0.98089127,8.53907102,2018-01-03 19:44:23
ltc_usd,0.00504587,0.00954951,0.10130982,1.8925421,10.60889831,2018-01-03 19:44:12
etc_usd,0.00722161,0.01357276,0.12038171,1.87946429,8.86935867,2018-01-03 19:44:12
bch_usd,0.00419928,0.00458946,0.1146457,1.09291586,24.9802248,2018-01-03 19:44:12
eth_usd,0.00102004,0.00244671,0.05141875,2.39864865,21.01549296,2018-01-03 19:44:12
btc_usd,0.00995432,0.00926308,0.07976498,0.93055931,8.61106272,2018-01-03 19:44:12
ltc_usd,0.00450766,0.00954134,0.10130091,2.11669659,10.61704835,2018-01-03 19:44:05
etc_usd,0.00715713,0.01357276,0.12038171,1.8963964,8.86935867,2018-01-03 19:44:05
bch_usd,0.00419928,0.00458946,0.1146457,1.09291586,24.9802248,2018-01-03 19:44:05
eth_usd,0.00101889,0.00174487,0.05142478,1.71251409,29.47202107,2018-01-03 19:44:05
btc_usd,0.0109873,0.00936207,0.07901983,0.85208078,8.44042232,2018-01-03 19:44:05
ltc_usd,0.00367815,0.01379003,0.10060898,3.74917492,7.29577465,2018-01-03 19:43:53
etc_usd,0.00586756,0.01357276,0.12038171,2.31318681,8.86935867,2018-01-03 19:43:53
bch_usd,0.00419928,0.00458946,0.1146457,1.09291586,24.9802248,2018-01-03 19:43:53
eth_usd,0.00146564,0.00246803,0.05218381,1.68392157,21.14392175,2018-01-03 19:43:53
btc_usd,0.00911317,0.00854276,0.0789965,0.93740784,9.24718836,2018-01-03 19:43:53
ltc_usd,0.00403161,0.01414705,0.10099657,3.50903614,7.13905579,2018-01-03 19:43:47
etc_usd,0.00477142,0.00989748,0.12009156,2.07432432,12.13355049,2018-01-03 19:43:47
bch_usd,0.00419889,0.00458946,0.11426133,1.09301681,24.89647596,2018-01-03 19:43:47
eth_usd,0.00146564,0.00246803,0.05218381,1.68392157,21.14392175,2018-01-03 19:43:47
btc_usd,0.00945259,0.0086315,0.07931357,0.9131362,9.18885256,2018-01-03 19:43:47
ltc_usd,0.00303346,0.01166403,0.10159854,3.84512684,8.71041667,2018-01-03 19:43:40
etc_usd,0.00477142,0.00989748,0.11938229,2.07432432,12.06188925,2018-01-03 19:43:40
bch_usd,0.0044716,0.00486227,0.11456394,1.08736769,23.56179686,2018-01-03 19:43:40
eth_usd,0.00122131,-0.00016545,0.05126738,-1.13546566,310.875,2018-01-03 19:43:40
btc_usd,0.01000723,0.00842087,0.07968241,0.84147899,9.46249101,2018-01-03 19:43:40
ltc_usd,0.0042617,0.01288648,0.10119417,3.02378687,7.85273757,2018-01-03 19:43:23
etc_usd,0.00274034,0.00989748,0.11938229,3.61176471,12.06188925,2018-01-03 19:43:23
bch_usd,0.00349515,0.00587573,0.11533981,1.68111111,19.62987442,2018-01-03 19:43:23
eth_usd,0.00164481,0.00025747,0.04825577,0.15653389,187.42410714,2018-01-03 19:43:22
btc_usd,0.01030833,0.00928745,0.08124656,0.90096618,8.74798928,2018-01-03 19:43:22
ltc_usd,0.00415183,0.01279203,0.10109148,3.08105469,7.90269414,2018-01-03 19:43:12
etc_usd,0.00274034,0.00989748,0.11938229,3.61176471,12.06188925,2018-01-03 19:43:12
bch_usd,0.00349515,0.00587573,0.11533981,1.68111111,19.62987442,2018-01-03 19:43:12
eth_usd,0.00153545,0.00014826,0.04814132,0.09655689,324.71317829,2018-01-03 19:43:12
btc_usd,0.00990253,0.00812055,0.07999279,0.82004757,9.85066711,2018-01-03 19:43:12
ltc_usd,0.0036298,0.01307134,0.10139514,3.60111732,7.75705864,2018-01-03 19:43:05
etc_usd,0.00274034,0.00989748,0.11960797,3.61176471,12.08469055,2018-01-03 19:43:05
bch_usd,0.00192155,0.00384466,0.11045981,2.00080841,28.73070707,2018-01-03 19:43:05
eth_usd,-0.00084738,0.00057029,0.0485836,1.67299864,85.19153226,2018-01-03 19:43:05
btc_usd,0.00943824,0.00813068,0.07922537,0.86146168,9.74399934,2018-01-03 19:43:05
ltc_usd,0.00174798,0.01307134,0.10139514,7.47795824,7.75705864,2018-01-03 19:42:53
etc_usd,0.00274034,0.00989748,0.11960797,3.61176471,12.08469055,2018-01-03 19:42:53
bch_usd,0.00192155,0.00384466,0.1110866,2.00080841,28.89373737,2018-01-03 19:42:53
eth_usd,0.00196266,0.00056799,0.04858119,0.2893966,85.53238866,2018-01-03 19:42:53
btc_usd,0.00764915,0.00578465,0.07918657,0.7562478,13.68908541,2018-01-03 19:42:53
ltc_usd,0.00174798,0.01307134,0.10139514,7.47795824,7.75705864,2018-01-03 19:42:44
etc_usd,0.00274034,0.00989748,0.11960797,3.61176471,12.08469055,2018-01-03 19:42:44
bch_usd,0.00192155,0.00384466,0.11108621,2.00080841,28.89363636,2018-01-03 19:42:43
eth_usd,-0.00036448,0.00056799,0.04858119,2.55835962,85.53238866,2018-01-03 19:42:43
btc_usd,0.00741285,0.00789416,0.07880834,1.06492917,9.98311589,2018-01-03 19:42:43
ltc_usd,0.00197961,0.01330559,0.10296414,6.72131148,7.73841463,2018-01-03 19:42:35
etc_usd,0.00274034,0.00989748,0.11960797,3.61176471,12.08469055,2018-01-03 19:42:35
bch_usd,0.00192155,0.00587689,0.11104738,3.05840744,18.89559241,2018-01-03 19:42:35
eth_usd,-0.00085083,0.00056799,0.04858119,1.66756757,85.53238866,2018-01-03 19:42:35
btc_usd,0.00815426,0.00543909,0.07826431,0.66702417,14.38923933,2018-01-03 19:42:35
ltc_usd,0.00181705,0.01314119,0.10321107,7.23214286,7.85401235,2018-01-03 19:42:27
etc_usd,0.00274034,0.00989748,0.11960797,3.61176471,12.08469055,2018-01-03 19:42:27
bch_usd,0.00192155,0.00587689,0.11104738,3.05840744,18.89559241,2018-01-03 19:42:27
eth_usd,-0.00071066,0.00070836,0.04872829,1.99676375,68.79058442,2018-01-03 19:42:27
btc_usd,0.00772856,0.00695886,0.07851748,0.90040916,11.28309001,2018-01-03 19:42:27
ltc_usd,0.0021539,0.01323571,0.103314,6.14500942,7.80570028,2018-01-03 19:42:17
etc_usd,0.002805,0.0099626,0.11968017,3.55172414,12.01294498,2018-01-03 19:42:17
bch_usd,0.00106627,0.00501824,0.11009894,4.70633188,21.93976649,2018-01-03 19:42:17
eth_usd,-0.00077615,0.00064277,0.04865956,1.82814815,75.70304114,2018-01-03 19:42:17
btc_usd,0.00777834,0.00665475,0.07845558,0.85554883,11.78940451,2018-01-03 19:42:17
ltc_usd,0.00235719,0.01344125,0.10353781,5.70223752,7.70298823,2018-01-03 19:42:05
etc_usd,0.002805,0.00993036,0.11922879,3.54022989,12.00649351,2018-01-03 19:42:05
bch_usd,0.00106627,0.00501824,0.11009894,4.70633188,21.93976649,2018-01-03 19:42:05
eth_usd,-0.00077385,0.00064507,0.04866197,1.83358098,75.43672014,2018-01-03 19:42:05
btc_usd,0.00772856,0.00656325,0.07845625,0.84922086,11.95386981,2018-01-03 19:42:05
ltc_usd,0.00253139,0.01333847,0.1013448,5.26923077,7.59793187,2018-01-03 19:41:55
etc_usd,0.002805,0.00993036,0.11922879,3.54022989,12.00649351,2018-01-03 19:41:55
bch_usd,0.00106627,0.00501824,0.11009894,4.70633188,21.93976649,2018-01-03 19:41:55
eth_usd,-0.00077385,0.00064507,0.04866197,1.83358098,75.43672014,2018-01-03 19:41:55
btc_usd,0.00719502,0.00657065,0.07749952,0.91322237,11.79479828,2018-01-03 19:41:55
ltc_usd,0.00133713,0.01213543,0.10003728,9.07575758,8.24340568,2018-01-03 19:41:42
etc_usd,0.002805,0.00976915,0.11922879,3.48275862,12.20462046,2018-01-03 19:41:42
bch_usd,0.00106627,0.00501824,0.11009894,4.70633188,21.93976649,2018-01-03 19:41:42
eth_usd,-0.0007796,0.00063932,0.04865594,1.820059,76.10611511,2018-01-03 19:41:42
btc_usd,0.00719502,0.00657065,0.07837552,0.91322237,11.92811796,2018-01-03 19:41:42
ltc_usd,0.00232596,0.01220926,0.10118324,5.24912892,8.28742117,2018-01-03 19:41:33
etc_usd,0.002805,0.00976915,0.11922879,3.48275862,12.20462046,2018-01-03 19:41:33
bch_usd,0.00106627,0.00501824,0.11009894,4.70633188,21.93976649,2018-01-03 19:41:33
eth_usd,-0.0007796,0.00063932,0.04865594,1.820059,76.10611511,2018-01-03 19:41:33
btc_usd,0.00740246,0.00621427,0.07789414,0.83948709,12.53471997,2018-01-03 19:41:33
ltc_usd,0.00089148,0.01220926,0.10118324,13.69545455,8.28742117,2018-01-03 19:41:25
etc_usd,0.00286949,0.00976915,0.11922879,3.40449438,12.20462046,2018-01-03 19:41:25
bch_usd,0.00315342,0.00501824,0.11009894,1.59136213,21.93976649,2018-01-03 19:41:25
eth_usd,-0.00077385,0.00064507,0.04866197,1.83358098,75.43672014,2018-01-03 19:41:25
btc_usd,0.00613735,0.00679293,0.07772921,1.10681743,11.44267011,2018-01-03 19:41:25
ltc_usd,0.0015442,0.01241438,0.10241965,8.03937008,8.25008162,2018-01-03 19:41:13
etc_usd,0.00283725,0.00976915,0.11922879,3.44318182,12.20462046,2018-01-03 19:41:13
bch_usd,0.00315342,0.00501824,0.11009894,1.59136213,21.93976649,2018-01-03 19:41:13
eth_usd,0.00013566,0.00055184,0.04849318,4.06779661,87.875,2018-01-03 19:41:12
btc_usd,0.00708224,0.00565582,0.07781564,0.79859195,13.75851799,2018-01-03 19:41:12
ltc_usd,0.00102488,0.0093333,0.09840475,9.10671937,10.54340278,2018-01-03 19:41:03
etc_usd,0.00598415,0.01316513,0.12155911,2.2,9.23341523,2018-01-03 19:41:03
bch_usd,0.00323128,0.00509624,0.1101851,1.57715864,21.6208787,2018-01-03 19:41:03
eth_usd,-0.00082668,0.00063237,0.04856492,1.76495132,76.79818182,2018-01-03 19:41:03
btc_usd,0.00782543,0.00677229,0.07802587,0.86542104,11.52134116,2018-01-03 19:41:03
ltc_usd,0.00259262,0.01441737,0.09983594,5.5609375,6.92469795,2018-01-03 19:41:01
etc_usd,0.00598415,0.01316513,0.12155911,2.2,9.23341523,2018-01-03 19:41:01
bch_usd,0.00323128,0.00509624,0.1101851,1.57715864,21.6208787,2018-01-03 19:41:01
eth_usd,-0.00082438,-0.00035528,0.04856952,0.43096234,137.70873786,2018-01-03 19:41:00
btc_usd,0.00782543,0.00717454,0.07787696,0.91682452,10.85462059,2018-01-03 19:41:00
ltc_usd,0.0016214,0.01505472,0.10271585,9.285,6.82283253,2018-01-03 19:40:46
etc_usd,0.0059518,0.01316513,0.1216885,2.21195652,9.24324324,2018-01-03 19:40:46
bch_usd,0.00330889,0.00509624,0.1101851,1.54016653,21.6208787,2018-01-03 19:40:46
eth_usd,-0.00082668,-0.00035758,0.04858321,0.4325452,136.8681672,2018-01-03 19:40:46
btc_usd,0.00837726,0.00717454,0.07852515,0.85643047,10.94496619,2018-01-03 19:40:46
ltc_usd,0.0016214,0.01505472,0.10271585,9.285,6.82283253,2018-01-03 19:40:32
etc_usd,0.00481967,0.01316513,0.1216885,2.73154362,9.24324324,2018-01-03 19:40:32
bch_usd,0.00330889,0.00509624,0.11447381,1.54016653,22.4624229,2018-01-03 19:40:32
eth_usd,-0.00085657,-0.00035758,0.0485855,0.41744966,136.87459807,2018-01-03 19:40:32
btc_usd,0.00691648,0.00548332,0.07806832,0.79279104,14.23740477,2018-01-03 19:40:32
ltc_usd,0.00155251,0.01506295,0.10272479,9.70234987,6.8196986,2018-01-03 19:40:23
etc_usd,0.0059518,0.01316513,0.1216885,2.21195652,9.24324324,2018-01-03 19:40:23
bch_usd,0.00330889,0.00509624,0.11447381,1.54016653,22.4624229,2018-01-03 19:40:23
eth_usd,-0.00081981,0.00033344,0.04862179,1.40673212,145.81724138,2018-01-03 19:40:23
btc_usd,0.00864948,0.00586941,0.07852515,0.67858534,13.37871657,2018-01-03 19:40:22
ltc_usd,0.00101689,0.01452012,0.10213507,14.27888446,7.03404018,2018-01-03 19:40:14
etc_usd,0.0059518,0.01316513,0.1216885,2.21195652,9.24324324,2018-01-03 19:40:14
bch_usd,0.00330889,0.00509624,0.11447342,1.54016653,22.46234676,2018-01-03 19:40:14
eth_usd,-0.00081636,0.00355865,0.05228621,5.35915493,14.69273021,2018-01-03 19:40:14
btc_usd,0.00862433,0.00798963,0.07885065,0.92640625,9.8691179,2018-01-03 19:40:14
ltc_usd,0.00128057,0.01478735,0.10242538,11.54746835,6.92655522,2018-01-03 19:40:04
etc_usd,0.0059518,0.01316513,0.1216885,2.21195652,9.24324324,2018-01-03 19:40:03
bch_usd,0.00583624,0.00509624,0.11004501,0.87320479,21.5933907,2018-01-03 19:40:03
eth_usd,-0.00042315,0.00362211,0.04926304,9.55978261,13.60063492,2018-01-03 19:40:03
btc_usd,0.00763051,0.00669598,0.07900831,0.87752759,11.79935601,2018-01-03 19:40:03
ltc_usd,0.00303528,0.01488461,0.10226329,4.90387183,6.87040566,2018-01-03 19:39:57
etc_usd,0.00575772,0.01316513,0.1216885,2.28651685,9.24324324,2018-01-03 19:39:57
bch_usd,0.00583624,0.00509624,0.11447419,0.87320479,22.46249905,2018-01-03 19:39:57
eth_usd,-0.00041741,0.00362788,0.05083637,9.69146006,14.01267829,2018-01-03 19:39:57
btc_usd,0.00754497,0.00660715,0.07970014,0.87570319,12.06271031,2018-01-03 19:39:57
ltc_usd,0.00165048,0.01558426,0.10302318,9.44226044,6.61072079,2018-01-03 19:39:43
etc_usd,0.00575772,0.01316513,0.1216885,2.28651685,9.24324324,2018-01-03 19:39:43
bch_usd,0.0046073,0.00509507,0.1144253,1.10587046,22.45803503,2018-01-03 19:39:43
eth_usd,0.00021047,0.00382411,0.05104873,18.16939891,13.34917293,2018-01-03 19:39:43
btc_usd,0.00914797,0.00814786,0.07932534,0.89067335,9.73573201,2018-01-03 19:39:43
ltc_usd,0.0016586,0.01559249,0.1026266,9.400978,6.58179454,2018-01-03 19:39:38
etc_usd,0.00572519,0.01313236,0.12200802,2.29378531,9.29064039,2018-01-03 19:39:38
bch_usd,0.00437345,0.00486111,0.11450458,1.11150537,23.55522745,2018-01-03 19:39:38
eth_usd,8.395e-05,0.00391677,0.05093302,46.65753425,13.00381679,2018-01-03 19:39:38
btc_usd,0.00893292,0.00823467,0.08024056,0.92183492,9.74422982,2018-01-03 19:39:38
ltc_usd,0.00288329,0.01559249,0.10303212,5.40787623,6.60780234,2018-01-03 19:39:22
etc_usd,0.00585457,0.01313236,0.12197568,2.24309392,9.28817734,2018-01-03 19:39:22
bch_usd,0.0029834,0.00486111,0.11449449,1.62938882,23.55315243,2018-01-03 19:39:22
eth_usd,0.00011845,0.00395141,0.05099688,33.3592233,12.90599534,2018-01-03 19:39:21
btc_usd,0.00893292,0.00591349,0.07899437,0.66198883,13.35833143,2018-01-03 19:39:21
ltc_usd,0.00279794,0.01552248,0.10295608,5.54782609,6.63270637,2018-01-03 19:39:16
etc_usd,0.00423729,0.01313236,0.12197568,3.09923664,9.28817734,2018-01-03 19:39:15
bch_usd,0.00297602,0.00486111,0.1145038,1.63342459,23.55506784,2018-01-03 19:39:15
eth_usd,0.00161685,0.00433076,0.05093992,2.67852063,11.76234732,2018-01-03 19:39:15
btc_usd,0.00873814,0.00656927,0.07912782,0.75179329,12.0451421,2018-01-03 19:39:15
ltc_usd,0.00281416,0.01552248,0.10295608,5.51585014,6.63270637,2018-01-03 19:39:03
etc_usd,0.00543408,0.01303532,0.12197568,2.39880952,9.3573201,2018-01-03 19:39:02
bch_usd,0.00298301,0.00486111,0.11425861,1.62960073,23.50462889,2018-01-03 19:39:02
eth_usd,0.00167444,0.00438851,0.05227689,2.62087912,11.91221174,2018-01-03 19:39:02
btc_usd,0.00714282,0.00656859,0.07924167,0.91960747,12.06371845,2018-01-03 19:39:02
ltc_usd,0.00383196,0.01552248,0.10295608,4.05079365,6.63270637,2018-01-03 19:38:55
etc_usd,0.00711606,0.01303532,0.12197568,1.83181818,9.3573201,2018-01-03 19:38:55
bch_usd,0.0029834,0.00486111,0.11450497,1.62938882,23.55530726,2018-01-03 19:38:55
eth_usd,0.00120006,0.00391285,0.05177854,3.2605364,13.23296122,2018-01-03 19:38:55
btc_usd,0.00773632,0.00738721,0.07924355,0.95487412,10.72712344,2018-01-03 19:38:54
ltc_usd,0.00445106,0.01616097,0.10262195,3.6308113,6.34998745,2018-01-03 19:38:43
etc_usd,0.00711606,0.01303532,0.12197568,1.83181818,9.3573201,2018-01-03 19:38:43
bch_usd,0.00272928,0.00486111,0.11273316,1.78109453,23.19082203,2018-01-03 19:38:43
eth_usd,0.00120006,0.00328293,0.05177854,2.73563218,15.77205882,2018-01-03 19:38:43
btc_usd,0.00845443,0.00695487,0.07873201,0.82262948,11.32041844,2018-01-03 19:38:42
ltc_usd,0.00456519,0.00718257,0.10274723,1.57333333,14.30508475,2018-01-03 19:38:33
etc_usd,0.00711606,0.01303532,0.12407815,1.83181818,9.51861042,2018-01-03 19:38:32
bch_usd,0.001875,0.00486111,0.10982542,2.59259259,22.59265762,2018-01-03 19:38:32
eth_usd,0.00127142,0.00335444,0.0518535,2.63833635,15.45819054,2018-01-03 19:38:32
btc_usd,0.00702579,0.00547604,0.08004768,0.77941882,14.61781715,2018-01-03 19:38:32
ltc_usd,0.00444291,0.00705997,0.102613,1.5890411,14.53448276,2018-01-03 19:38:23
etc_usd,0.00822486,0.01415064,0.12327569,1.72047244,8.71167048,2018-01-03 19:38:23
bch_usd,0.00094302,0.00252016,0.1094124,2.67242088,43.41494925,2018-01-03 19:38:23
eth_usd,0.00120812,0.003291,0.051787,2.72407231,15.73594132,2018-01-03 19:38:23
btc_usd,0.00719357,0.00588167,0.08002679,0.81762833,13.60614045,2018-01-03 19:38:22
ltc_usd,0.00434103,0.00695783,0.10250117,1.60280374,14.73177843,2018-01-03 19:38:15
etc_usd,0.00822486,0.01415064,0.12327569,1.72047244,8.71167048,2018-01-03 19:38:15
bch_usd,0.00094302,0.00252016,0.11103915,2.67242088,44.06044294,2018-01-03 19:38:15
eth_usd,0.00096213,0.003291,0.05179275,3.42054958,15.73768774,2018-01-03 19:38:15
btc_usd,0.00834241,0.00743749,0.08006655,0.89152734,10.76526545,2018-01-03 19:38:15
ltc_usd,0.00354305,0.00616183,0.10162964,1.73913043,16.49342105,2018-01-03 19:38:02
etc_usd,0.0062496,0.01350301,0.12327569,2.16062176,9.1294964,2018-01-03 19:38:02
bch_usd,0.00094302,0.00252016,0.11152093,2.67242088,44.25161489,2018-01-03 19:38:02
eth_usd,0.00064715,0.00326794,0.05176282,5.04973357,15.83960605,2018-01-03 19:38:02
btc_usd,0.00756559,0.00772533,0.07987445,1.02111359,10.33929506,2018-01-03 19:38:02
ltc_usd,0.00368899,0.00616183,0.10162964,1.67032967,16.49342105,2018-01-03 19:37:53
etc_usd,0.00628198,0.01259633,0.12285474,2.00515464,9.75321337,2018-01-03 19:37:53
bch_usd,0.00094302,0.00252016,0.10830775,2.67242088,42.97662258,2018-01-03 19:37:53
eth_usd,-0.00114828,0.00323103,0.05174713,3.81381381,16.01565279,2018-01-03 19:37:53
btc_usd,0.00808422,0.00726211,0.07964067,0.89830791,10.96659553,2018-01-03 19:37:53
ltc_usd,0.00453061,0.00671277,0.10308463,1.48164727,15.35649547,2018-01-03 19:37:42
etc_usd,0.00637912,0.01259633,0.12285474,1.97461929,9.75321337,2018-01-03 19:37:42
bch_usd,0.00094302,0.00252016,0.10830775,2.67242088,42.97662258,2018-01-03 19:37:42
eth_usd,0.00079004,0.00517784,0.05378808,6.55393586,10.38812278,2018-01-03 19:37:42
btc_usd,0.00619069,0.00726279,0.07964067,1.17317949,10.96557803,2018-01-03 19:37:42
ltc_usd,0.00454278,0.00671277,0.09967754,1.47767857,14.8489426,2018-01-03 19:37:32
etc_usd,0.00667055,0.01259633,0.12285474,1.88834951,9.75321337,2018-01-03 19:37:32
bch_usd,0.00094302,0.00252016,0.11070078,2.67242088,43.92617656,2018-01-03 19:37:31
eth_usd,-0.00094732,0.00343287,0.05195873,4.62378641,15.13563295,2018-01-03 19:37:31
btc_usd,0.00690485,0.00767737,0.07998175,1.11188128,10.41785934,2018-01-03 19:37:31
ltc_usd,0.00221402,0.00644743,0.0993877,2.91208791,15.41509434,2018-01-03 19:37:23
etc_usd,0.00667055,0.01259633,0.12285474,1.88834951,9.75321337,2018-01-03 19:37:23
bch_usd,0.00094302,0.00252016,0.11070078,2.67242088,43.92617656,2018-01-03 19:37:22
eth_usd,-0.00095076,0.00342941,0.0519551,4.6070133,15.14984915,2018-01-03 19:37:22
btc_usd,0.0084489,0.0061457,0.07944707,0.72739606,12.92726275,2018-01-03 19:37:22
ltc_usd,0.00216119,0.00639438,0.09932975,2.9587242,15.53392517,2018-01-03 19:37:15
etc_usd,0.00517531,0.01148273,0.12161987,2.21875,10.5915493,2018-01-03 19:37:15
bch_usd,0.00191387,0.00349253,0.11177808,1.82485303,32.0048878,2018-01-03 19:37:15
eth_usd,0.00016201,0.00287599,0.05172077,17.75177305,17.98361966,2018-01-03 19:37:15
btc_usd,0.00815389,0.00758635,0.07914135,0.93039597,10.43207463,2018-01-03 19:37:15
ltc_usd,0.00309262,0.00733381,0.10035594,2.37139108,13.68400664,2018-01-03 19:37:06
etc_usd,0.00504528,0.01135188,0.12147477,2.25,10.7008547,2018-01-03 19:37:06
bch_usd,0.00366615,0.00524757,0.11132297,1.431358,21.21419049,2018-01-03 19:37:06
eth_usd,0.00012639,0.00284142,0.05168452,22.48181818,18.1896482,2018-01-03 19:37:06
btc_usd,0.00815884,0.00756499,0.07924066,0.92721414,10.47465027,2018-01-03 19:37:06
ltc_usd,0.00309262,0.00733381,0.10035594,2.37139108,13.68400664,2018-01-03 19:37:03
etc_usd,0.00501294,0.01135188,0.12147477,2.26451613,10.7008547,2018-01-03 19:37:03
bch_usd,0.00366615,0.0066576,0.11132297,1.81596523,16.72119089,2018-01-03 19:37:03
eth_usd,0.00012179,0.00284142,0.05168452,23.33018868,18.1896482,2018-01-03 19:37:03
btc_usd,0.00685588,0.00762835,0.0792811,1.11267329,10.39294866,2018-01-03 19:37:03
ltc_usd,0.00621766,0.00732564,0.100347,1.17819843,13.69806094,2018-01-03 19:36:49
etc_usd,0.00378396,0.01135188,0.12147477,3.0,10.7008547,2018-01-03 19:36:49
