,X.当周毛利,Y.次周毛利,Z.季度毛利,M．次周为当周倍数,N．季度为次周倍数,添加时间
btc_usd,0.00625763,0.00646677,0.07839711,1.03342232,12.12306262,2018-01-03 22:43:25
ltc_usd,0.0004873,0.00796198,0.09438392,16.33884298,11.85432473,2018-01-03 22:43:25
etc_usd,0.00633758,0.01105096,0.11942675,1.74371859,10.80691643,2018-01-03 22:43:25
bch_usd,0.00358484,0.00850638,0.1123106,2.37287589,13.20310021,2018-01-03 22:43:24
eth_usd,-0.00400475,-0.00375045,0.0435322,0.93649886,12.60720831,2018-01-03 22:43:24
btc_usd,0.00583867,0.00646677,0.0783931,1.1075761,12.12244265,2018-01-03 22:43:24
ltc_usd,0.00046716,0.00794169,0.09463171,17.0,11.9158215,2018-01-03 22:43:08
etc_usd,0.00633758,0.01105096,0.11942675,1.74371859,10.80691643,2018-01-03 22:43:08
bch_usd,0.00358484,0.00850638,0.1123106,2.37287589,13.20310021,2018-01-03 22:43:08
eth_usd,-0.00689621,-0.00405848,0.04320954,0.5885088,11.64672686,2018-01-03 22:43:08
btc_usd,0.00568675,0.00654143,0.07888005,1.15029377,12.05853509,2018-01-03 22:43:08
ltc_usd,0.00045508,0.00760743,0.09540494,16.71681416,12.541027,2018-01-03 22:42:57
etc_usd,0.00633758,0.01105096,0.11942675,1.74371859,10.80691643,2018-01-03 22:42:57
bch_usd,0.00242858,0.00850638,0.1123106,3.50261946,13.20310021,2018-01-03 22:42:57
eth_usd,-0.00607328,-0.0032332,0.04057031,0.5323646,13.54803261,2018-01-03 22:42:57
btc_usd,0.00594946,0.00706811,0.07939114,1.18802651,11.23229649,2018-01-03 22:42:57
ltc_usd,0.00045508,0.01083323,0.09540494,23.80530973,8.80669145,2018-01-03 22:42:48
etc_usd,0.00633758,0.01105096,0.11961783,1.74371859,10.82420749,2018-01-03 22:42:48
bch_usd,0.00242858,0.00850638,0.1123106,3.50261946,13.20310021,2018-01-03 22:42:48
eth_usd,-0.006071,-0.00323092,0.04057269,0.53218803,13.55764455,2018-01-03 22:42:48
btc_usd,0.00619286,0.00709369,0.07990572,1.14546239,11.26434291,2018-01-03 22:42:48
ltc_usd,-0.00058334,0.00978404,0.09426797,17.77241379,9.63486842,2018-01-03 22:42:34
etc_usd,0.00382166,0.01105096,0.11961783,2.89166667,10.82420749,2018-01-03 22:42:34
bch_usd,0.00242858,0.00934996,0.1123106,3.84997619,12.0118758,2018-01-03 22:42:34
eth_usd,-0.00685072,-0.00401286,0.03975639,0.58575727,10.90724886,2018-01-03 22:42:34
btc_usd,0.00579909,0.0064929,0.08010382,1.11964039,12.33714227,2018-01-03 22:42:34
ltc_usd,-0.00215297,0.00820219,0.09255376,4.80970149,11.28403526,2018-01-03 22:42:27
etc_usd,0.00296131,0.01088999,0.11943958,3.67741935,10.96783626,2018-01-03 22:42:27
bch_usd,0.00242896,0.00934996,0.1123106,3.84936508,12.0118758,2018-01-03 22:42:26
eth_usd,-0.00696103,-0.00412349,0.0396409,0.59236717,10.61344071,2018-01-03 22:42:26
btc_usd,0.00406959,0.00459597,0.07604537,1.12934426,16.54608797,2018-01-03 22:42:26
ltc_usd,-0.00202419,0.00808071,0.09242212,4.99206349,11.43737575,2018-01-03 22:42:19
etc_usd,0.00490383,0.01092218,0.11947523,2.22727273,10.93877551,2018-01-03 22:42:19
bch_usd,-0.00214675,0.00358468,0.10595722,2.66982143,29.55833601,2018-01-03 22:42:19
eth_usd,-0.00699856,-0.00416112,0.03960161,0.59456806,10.51706109,2018-01-03 22:42:19
btc_usd,0.00446026,0.00528341,0.0777811,1.18455321,14.72175891,2018-01-03 22:42:19
ltc_usd,-0.00191877,0.00755465,0.09185205,4.93723849,12.15834219,2018-01-03 22:42:09
etc_usd,0.00292956,0.01092218,0.11947523,3.72826087,10.93877551,2018-01-03 22:42:09
bch_usd,-0.00214675,0.00358468,0.10738289,2.66982143,29.95604748,2018-01-03 22:42:09
eth_usd,-0.00714862,-0.00229777,0.0394445,0.32142857,18.16641754,2018-01-03 22:42:09
btc_usd,0.0023641,0.0050117,0.07505215,2.11992099,14.97537601,2018-01-03 22:42:09
ltc_usd,-0.00125281,0.01149615,0.09347093,10.17628205,8.1306322,2018-01-03 22:41:56
etc_usd,0.00292956,0.01092218,0.11947523,3.72826087,10.93877551,2018-01-03 22:41:56
bch_usd,-0.00214253,0.00358468,0.10738289,2.67310789,29.95604748,2018-01-03 22:41:56
eth_usd,-0.00626462,-0.00140945,0.04036999,0.22498628,29.64227642,2018-01-03 22:41:56
btc_usd,0.00346274,0.00423128,0.07543113,1.22194418,17.82703214,2018-01-03 22:41:55
ltc_usd,-0.00085563,0.01190247,0.09273319,14.91079812,7.79109011,2018-01-03 22:41:46
etc_usd,0.00439434,0.01092218,0.11947523,2.48550725,10.93877551,2018-01-03 22:41:45
bch_usd,0.00039983,0.00358468,0.10738519,8.96548418,29.95668912,2018-01-03 22:41:45
eth_usd,-0.00712361,-0.00227264,0.04311493,0.31902925,19.97128463,2018-01-03 22:41:45
btc_usd,0.00458188,0.00514579,0.07448329,1.12307245,14.4746114,2018-01-03 22:41:45
ltc_usd,0.00022897,0.01189027,0.09272002,51.92982456,7.79797297,2018-01-03 22:41:35
etc_usd,0.00394854,0.01092218,0.11947523,2.76612903,10.93877551,2018-01-03 22:41:35
bch_usd,0.00039983,0.00358468,0.10738519,8.96548418,29.95668912,2018-01-03 22:41:35
eth_usd,-0.00712361,-0.00227264,0.04311493,0.31902925,19.97128463,2018-01-03 22:41:35
btc_usd,0.00693391,0.00787137,0.07959715,1.13520015,10.11223192,2018-01-03 22:41:35
ltc_usd,-0.00034135,0.01161801,0.09485161,35.03529412,8.16418942,2018-01-03 22:41:26
etc_usd,0.00394854,0.01092218,0.11947523,2.76612903,10.93877551,2018-01-03 22:41:25
bch_usd,0.00039983,0.00358468,0.10738519,8.96548418,29.95668912,2018-01-03 22:41:25
eth_usd,-0.00712361,-0.00227264,0.04311493,0.31902925,19.97128463,2018-01-03 22:41:25
btc_usd,0.00684984,0.00792142,0.07957313,1.15643873,10.04531671,2018-01-03 22:41:25
ltc_usd,-0.00012857,0.01211388,0.09538829,95.21875,7.87429519,2018-01-03 22:41:15
etc_usd,0.00254745,0.01092218,0.11947523,4.2875,10.93877551,2018-01-03 22:41:15
bch_usd,0.000396,0.00358468,0.10738289,9.05227493,29.95604748,2018-01-03 22:41:15
eth_usd,-0.00714862,-0.00229777,0.04308865,0.32142857,19.75236672,2018-01-03 22:41:15
btc_usd,0.00720552,0.00808801,0.07960513,1.12247545,9.84235721,2018-01-03 22:41:15
ltc_usd,-0.00012857,0.01211388,0.09538829,95.21875,7.87429519,2018-01-03 22:41:07
etc_usd,0.00407462,0.01060037,0.11892787,2.6015625,11.21921922,2018-01-03 22:41:07
bch_usd,0.00257871,0.0076018,0.11186899,2.94791045,14.71611564,2018-01-03 22:41:07
eth_usd,-0.0054096,-0.00228978,0.04402437,0.42328042,20.2265,2018-01-03 22:41:07
btc_usd,0.00853787,0.00942154,0.08118767,1.10349957,8.61724016,2018-01-03 22:41:07
ltc_usd,-0.00069105,0.01207322,0.09534428,18.47093023,7.89717138,2018-01-03 22:41:02
etc_usd,0.00238345,0.00889821,0.11704325,3.73333333,13.15357143,2018-01-03 22:41:02
bch_usd,0.00305224,0.0062463,0.11031979,2.0464677,17.66162082,2018-01-03 22:41:02
eth_usd,-0.00761529,-0.00265517,0.04364202,0.34866246,17.43663793,2018-01-03 22:41:02
btc_usd,0.0059825,0.00520757,0.07966477,0.87046748,15.29787234,2018-01-03 22:41:02
ltc_usd,0.00094039,0.01233759,0.0956304,13.11965812,7.75114007,2018-01-03 22:40:53
etc_usd,0.00244701,0.00889821,0.11704325,3.63636364,13.15357143,2018-01-03 22:40:53
bch_usd,0.00122958,0.0094788,0.11031979,7.70897155,11.63857913,2018-01-03 22:40:53
eth_usd,-0.00647475,-0.00152044,0.04482942,0.23482569,30.48455162,2018-01-03 22:40:53
btc_usd,0.00660725,0.00520757,0.07985099,0.78816042,15.3336324,2018-01-03 22:40:53
ltc_usd,0.00094441,0.01233759,0.0956304,13.06382979,7.75114007,2018-01-03 22:40:36
etc_usd,0.00104872,0.00889821,0.11704325,8.48484848,13.15357143,2018-01-03 22:40:36
bch_usd,0.0008456,0.0094788,0.10889034,11.20954545,11.48777422,2018-01-03 22:40:36
eth_usd,-0.00423238,-0.00154332,0.04480548,0.36464537,30.03192279,2018-01-03 22:40:36
btc_usd,0.00687252,0.00554316,0.07851824,0.80656757,14.16490002,2018-01-03 22:40:36
ltc_usd,0.0011012,0.01239048,0.09568363,11.25182482,7.72234836,2018-01-03 22:40:27
etc_usd,0.00104872,0.00581562,0.11704325,5.54545455,20.12568306,2018-01-03 22:40:27
bch_usd,0.00297767,0.0094788,0.10889034,3.18329676,11.48777422,2018-01-03 22:40:27
eth_usd,-0.00517058,-0.00135453,0.04500304,0.26196809,34.22419628,2018-01-03 22:40:27
btc_usd,0.00443792,0.00579835,0.07792373,1.30654628,13.43895416,2018-01-03 22:40:27
ltc_usd,0.00040966,0.01169927,0.09493554,28.55882353,8.11465843,2018-01-03 22:40:17
etc_usd,0.00104872,0.00581562,0.11704325,5.54545455,20.12568306,2018-01-03 22:40:17
bch_usd,0.00049967,0.0094788,0.10889034,18.97,11.48777422,2018-01-03 22:40:17
eth_usd,-0.00643204,-0.00139229,0.04496352,0.21646179,33.29465021,2018-01-03 22:40:17
btc_usd,0.00385587,0.005707,0.07849297,1.48008313,13.75380295,2018-01-03 22:40:17
ltc_usd,-0.00042536,0.01084671,0.09309791,26.5,8.58305586,2018-01-03 22:40:06
etc_usd,0.0009216,0.00581562,0.11704325,6.31034483,20.12568306,2018-01-03 22:40:06
bch_usd,0.00038052,0.0094788,0.10889034,24.91010101,11.48777422,2018-01-03 22:40:06
eth_usd,-0.00779074,-0.00275789,0.04353453,0.3539953,16.78547718,2018-01-03 22:40:06
btc_usd,0.00472021,0.00546864,0.07724858,1.15855728,14.12574777,2018-01-03 22:40:05
ltc_usd,-0.00085146,0.01171958,0.09404181,14.76415094,8.02433173,2018-01-03 22:39:55
etc_usd,0.00028601,0.0058474,0.11704325,20.44444444,20.01630435,2018-01-03 22:39:55
bch_usd,0.00038052,0.0094788,0.10889034,24.91010101,11.48777422,2018-01-03 22:39:55
eth_usd,-0.00673049,-0.00284347,0.04229958,0.42247535,15.87605634,2018-01-03 22:39:54
btc_usd,0.00357486,0.00377309,0.07692154,1.05545183,20.38687423,2018-01-03 22:39:54
ltc_usd,-0.00057756,0.01034802,0.09347714,18.91666667,9.03333333,2018-01-03 22:39:46
etc_usd,-0.00278799,0.0027563,0.11361044,1.98863636,41.2183908,2018-01-03 22:39:46
bch_usd,-0.00280077,0.00626858,0.10536398,3.23816689,16.80826355,2018-01-03 22:39:46
eth_usd,-0.00702818,-0.00314232,0.04313111,0.44710286,14.72588278,2018-01-03 22:39:46
btc_usd,0.00464268,0.00466936,0.0774084,1.00574795,16.57793971,2018-01-03 22:39:46
ltc_usd,-0.00051724,0.01003609,0.09210505,20.40310078,9.17738714,2018-01-03 22:39:38
etc_usd,-0.00278799,0.0027563,0.11361044,1.98863636,41.2183908,2018-01-03 22:39:38
bch_usd,-0.00229617,0.00626858,0.10536398,3.73001835,16.80826355,2018-01-03 22:39:38
eth_usd,-0.00747665,-0.00359254,0.04265999,0.48050161,12.87460216,2018-01-03 22:39:38
btc_usd,0.00391877,0.00370517,0.07681546,0.9454948,20.73194019,2018-01-03 22:39:38
ltc_usd,-0.00058136,0.00997534,0.09307379,18.15862069,9.33038585,2018-01-03 22:39:15
etc_usd,-0.00300976,0.0027563,0.11361044,1.91578947,41.2183908,2018-01-03 22:39:15
bch_usd,0.00042567,0.00626858,0.10838851,14.72637264,17.2907524,2018-01-03 22:39:15
eth_usd,-0.00828631,-0.00426199,0.04195946,0.51434087,10.84504021,2018-01-03 22:39:15
btc_usd,0.00345868,0.00497481,0.07625238,1.43835616,15.32769953,2018-01-03 22:39:15
ltc_usd,-0.00262615,0.00997534,0.09307379,4.79847328,9.33038585,2018-01-03 22:39:05
etc_usd,-0.00300976,0.0027563,0.11361044,1.91578947,41.2183908,2018-01-03 22:39:05
bch_usd,-0.00204713,0.00626858,0.10597663,4.06213738,16.90599597,2018-01-03 22:39:05
eth_usd,-0.00757191,-0.00354469,0.04271006,0.46813651,13.04903226,2018-01-03 22:39:05
btc_usd,0.00337833,0.00469523,0.07719583,1.38981043,16.44131856,2018-01-03 22:39:05
ltc_usd,-0.00344934,0.0091742,0.09220674,3.65969803,10.05065502,2018-01-03 22:39:00
etc_usd,-0.00253453,0.0027563,0.11361044,2.0875,41.2183908,2018-01-03 22:39:00
bch_usd,-0.002,0.00626858,0.10597663,4.13429119,16.90599597,2018-01-03 22:39:00
eth_usd,-0.00757191,-0.00354469,0.04271006,0.46813651,13.04903226,2018-01-03 22:39:00
btc_usd,0.00329332,0.00460945,0.0763514,1.39963541,16.56410999,2018-01-03 22:39:00
ltc_usd,-0.00121795,0.00922676,0.09226362,8.57565789,9.99956578,2018-01-03 22:38:51
etc_usd,-0.00060195,0.0027563,0.11361044,5.57894737,41.2183908,2018-01-03 22:38:51
bch_usd,-0.002,0.00626858,0.10597701,4.13429119,16.90605709,2018-01-03 22:38:51
eth_usd,-0.00757191,-0.00354469,0.04271006,0.46813651,13.04903226,2018-01-03 22:38:51
btc_usd,0.00295947,0.00427449,0.07614323,1.4443443,17.81341654,2018-01-03 22:38:51
ltc_usd,-0.00081363,0.00963126,0.09190381,12.83743842,9.54223887,2018-01-03 22:38:38
etc_usd,-0.00060195,0.0027563,0.11361044,5.57894737,41.2183908,2018-01-03 22:38:38
bch_usd,2.72e-05,0.00626858,0.10597701,230.43661972,16.90605709,2018-01-03 22:38:38
eth_usd,-0.00784986,-0.00382376,0.04241803,0.48711228,12.09327354,2018-01-03 22:38:38
btc_usd,0.00154757,0.00286007,0.07469085,1.84810671,26.11501746,2018-01-03 22:38:38
ltc_usd,-0.00280561,0.00963126,0.0921002,4.43285714,9.56263005,2018-01-03 22:38:26
etc_usd,-0.00506169,0.00129706,0.11198988,1.25625,86.34146341,2018-01-03 22:38:26
bch_usd,-0.00258337,0.00323198,0.10715192,2.25107201,33.15364614,2018-01-03 22:38:26
eth_usd,-0.00810724,-0.00408219,0.04214761,0.5035241,11.32474804,2018-01-03 22:38:26
btc_usd,0.00134713,0.00286007,0.07468952,2.12308453,26.1145518,2018-01-03 22:38:26
ltc_usd,-0.00267335,0.00963126,0.0921002,4.60269865,9.56263005,2018-01-03 22:38:17
etc_usd,-0.00506169,0.00129706,0.11198988,1.25625,86.34146341,2018-01-03 22:38:17
bch_usd,-0.00110776,0.00323198,0.10715192,3.91758621,33.15364614,2018-01-03 22:38:17
eth_usd,-0.00605891,-0.00450077,0.04584849,0.7428356,11.18680203,2018-01-03 22:38:17
btc_usd,0.0006275,0.00214069,0.07391928,3.41145281,34.53061859,2018-01-03 22:38:17
ltc_usd,-0.00221988,0.00937639,0.09184054,5.22382671,9.79487179,2018-01-03 22:38:09
etc_usd,-0.00297374,0.00930085,0.11202151,4.12765957,12.04421769,2018-01-03 22:38:09
bch_usd,-0.00110776,0.00323198,0.10715192,3.91758621,33.15364614,2018-01-03 22:38:09
eth_usd,-0.00558081,-0.00399788,0.04637682,0.71636289,12.60034305,2018-01-03 22:38:09
btc_usd,-0.00011042,0.00153921,0.07228641,14.93975904,46.96326707,2018-01-03 22:38:09
ltc_usd,-0.00106129,0.00884279,0.09184805,9.33207547,10.38677536,2018-01-03 22:37:55
etc_usd,0.00031636,0.00930085,0.11515343,29.4,12.38095238,2018-01-03 22:37:55
bch_usd,-0.00299095,0.00323198,0.1086917,2.08058748,33.63006737,2018-01-03 22:37:55
eth_usd,-0.00601847,-0.00438704,0.04596798,0.72892938,11.478125,2018-01-03 22:37:55
btc_usd,0.00113811,0.00153921,0.07227976,1.35242548,46.95894555,2018-01-03 22:37:55
ltc_usd,-0.00171586,0.00988222,0.09257611,6.75934579,9.36795132,2018-01-03 22:37:45
etc_usd,0.00031636,0.00930085,0.11515343,29.4,12.38095238,2018-01-03 22:37:45
bch_usd,-0.00299095,0.00323198,0.1086917,2.08058748,33.63006737,2018-01-03 22:37:45
eth_usd,-0.00587651,-0.00424484,0.04611737,0.72234105,11.86433378,2018-01-03 22:37:45
btc_usd,0.00273404,0.00333236,0.07452785,1.21884129,22.36488916,2018-01-03 22:37:45
ltc_usd,-0.00171586,0.01465695,0.09405544,9.54205607,6.41712254,2018-01-03 22:37:35
etc_usd,0.00031636,0.00930085,0.11515343,29.4,12.38095238,2018-01-03 22:37:35
bch_usd,0.00066274,0.00323198,0.10714695,4.87665706,33.15210968,2018-01-03 22:37:35
eth_usd,-0.00587651,-0.00424484,0.04614137,0.72234105,11.86998654,2018-01-03 22:37:35
btc_usd,0.00425906,0.00490181,0.07623252,1.15091392,15.55192073,2018-01-03 22:37:35
ltc_usd,-0.00282244,0.00991461,0.09409053,4.51278409,9.490093,2018-01-03 22:37:33
etc_usd,0.00031636,0.00930085,0.11515343,29.4,12.38095238,2018-01-03 22:37:33
bch_usd,0.00066274,0.00323198,0.10714695,4.87665706,33.15210968,2018-01-03 22:37:33
eth_usd,-0.00601847,-0.00438704,0.04599197,0.72892938,11.48359375,2018-01-03 22:37:33
btc_usd,0.00456047,0.00490181,0.07713876,1.0748468,15.73679924,2018-01-03 22:37:33
ltc_usd,-0.00124978,0.00905293,0.09315703,8.24358974,10.29026549,2018-01-03 22:37:20
etc_usd,0.00158178,0.00930085,0.11515343,5.88,12.38095238,2018-01-03 22:37:20
bch_usd,0.00099354,0.00696894,0.10925475,7.0142253,15.67737338,2018-01-03 22:37:20
eth_usd,-0.00607193,-0.00498725,0.04543218,0.82136141,10.10966117,2018-01-03 22:37:20
btc_usd,0.00394257,0.00351168,0.0765374,0.8907067,21.79511456,2018-01-03 22:37:20
ltc_usd,-0.00133779,0.00896401,0.0930607,7.7005988,10.38159071,2018-01-03 22:37:04
etc_usd,-0.00161188,0.00834387,0.11409608,6.17647059,13.67424242,2018-01-03 22:37:04
bch_usd,-7.639e-05,0.00689202,0.11006646,91.22,15.97012857,2018-01-03 22:37:04
eth_usd,-0.00604583,-0.00496112,0.04545963,0.82058546,10.16317606,2018-01-03 22:37:04
btc_usd,0.00359534,0.00310612,0.07647523,0.86393049,24.62080034,2018-01-03 22:37:04
ltc_usd,-0.00116576,0.00913377,0.09324461,8.83505155,10.20877193,2018-01-03 22:36:56
etc_usd,0.00063211,0.00834387,0.11409608,13.2,13.67424242,2018-01-03 22:36:55
bch_usd,0.00399374,0.00689202,0.11006646,1.72570773,15.97012857,2018-01-03 22:36:55
eth_usd,-0.00588692,-0.00480204,0.04553199,0.8157129,10.48180737,2018-01-03 22:36:55
btc_usd,0.00381393,0.0056624,0.07620614,1.48466365,13.45826975,2018-01-03 22:36:55
ltc_usd,-0.00085304,0.00884279,0.09292937,11.36619718,10.50905797,2018-01-03 22:36:45
etc_usd,0.00082174,0.00834387,0.11558154,10.15384615,13.85227273,2018-01-03 22:36:45
bch_usd,0.00399412,0.00689202,0.10942363,1.7255427,15.87685657,2018-01-03 22:36:45
eth_usd,-0.00589033,-0.00480545,0.04511844,0.81582009,10.38902091,2018-01-03 22:36:45
btc_usd,0.00377343,0.00514329,0.07804422,1.36302817,15.17398605,2018-01-03 22:36:45
ltc_usd,-0.00077295,0.00885087,0.09293813,12.4507772,10.50045249,2018-01-03 22:36:35
etc_usd,0.00082174,0.00834387,0.11558154,10.15384615,13.85227273,2018-01-03 22:36:35
bch_usd,0.00399412,0.00689202,0.10942363,1.7255427,15.87685657,2018-01-03 22:36:35
eth_usd,-0.005896,-0.00481113,0.04467167,0.81599845,10.28507002,2018-01-03 22:36:35
btc_usd,0.00431801,0.00510323,0.07618304,1.18184615,14.92840406,2018-01-03 22:36:35
ltc_usd,-0.00173246,0.00788211,0.09188863,5.54965358,11.65786802,2018-01-03 22:36:24
etc_usd,0.00110619,0.00834387,0.11558154,7.54285714,13.85227273,2018-01-03 22:36:24
bch_usd,0.00399412,0.00689202,0.11187502,1.7255427,16.23254267,2018-01-03 22:36:24
eth_usd,-0.00560075,-0.00451556,0.04498194,0.80624108,10.96154819,2018-01-03 22:36:24
btc_usd,0.00463635,0.00542115,0.07737669,1.16927046,14.27310615,2018-01-03 22:36:24
ltc_usd,-0.00240865,0.00788211,0.09188863,4.27242525,11.65786802,2018-01-03 22:36:22
etc_usd,0.00110619,0.00834387,0.11558154,7.54285714,13.85227273,2018-01-03 22:36:22
bch_usd,0.00399412,0.00689202,0.11187502,1.7255427,16.23254267,2018-01-03 22:36:22
eth_usd,-0.00560075,-0.00451556,0.04498194,0.80624108,10.96154819,2018-01-03 22:36:22
btc_usd,0.00467622,0.00527619,0.07782996,1.1283035,14.75116484,2018-01-03 22:36:22
ltc_usd,-0.00028044,0.00918633,0.09371019,33.75714286,10.20104666,2018-01-03 22:36:05
etc_usd,0.00312895,0.00426675,0.11558154,1.36363636,27.08888889,2018-01-03 22:36:05
bch_usd,0.00399412,0.00689202,0.11187464,1.7255427,16.23248725,2018-01-03 22:36:05
eth_usd,-0.00516665,-0.00407984,0.04543933,0.78964831,12.13753501,2018-01-03 22:36:05
btc_usd,0.00433789,0.004937,0.0779578,1.13811055,15.79052872,2018-01-03 22:36:05
ltc_usd,-0.00180401,0.00762006,0.09164873,5.22394678,12.02729659,2018-01-03 22:36:00
etc_usd,0.00312895,0.00426675,0.11409608,1.36363636,26.74074074,2018-01-03 22:36:00
bch_usd,0.00386578,0.00689202,0.11187464,1.78282778,16.23248725,2018-01-03 22:36:00
eth_usd,-0.00496197,-0.00387493,0.04565442,0.78092605,12.7820059,2018-01-03 22:36:00
btc_usd,0.00430404,0.00507041,0.07730861,1.17805894,15.2470203,2018-01-03 22:36:00
ltc_usd,-0.00176751,0.00732995,0.09243812,5.14705882,12.61102019,2018-01-03 22:35:48
etc_usd,0.00116712,0.00230269,0.11191723,1.97297297,48.60273973,2018-01-03 22:35:48
bch_usd,0.00353415,0.00643073,0.11136525,1.81959598,17.31767989,2018-01-03 22:35:48
eth_usd,-0.00495628,-0.00386923,0.0456604,0.78067343,12.80088626,2018-01-03 22:35:48
btc_usd,0.00504968,0.00557126,0.07811721,1.10328947,14.02146691,2018-01-03 22:35:48
ltc_usd,-0.00113968,0.00732995,0.09131843,7.43157895,12.45826514,2018-01-03 22:35:42
etc_usd,0.00116712,0.00230269,0.11191723,1.97297297,48.60273973,2018-01-03 22:35:42
bch_usd,0.00353415,0.00643073,0.11136525,1.81959598,17.31767989,2018-01-03 22:35:42
eth_usd,-0.00440075,-0.00386923,0.0456604,0.87922078,12.80088626,2018-01-03 22:35:42
btc_usd,0.00559665,0.00571693,0.07790525,1.02149133,13.62710682,2018-01-03 22:35:41
ltc_usd,-0.00141038,0.00645257,0.0903679,5.57507082,14.00495356,2018-01-03 22:35:33
etc_usd,0.00116712,0.00230269,0.11191723,1.97297297,48.60273973,2018-01-03 22:35:33
bch_usd,0.00353415,0.00643073,0.11136525,1.81959598,17.31767989,2018-01-03 22:35:33
eth_usd,-0.00463968,-0.00410829,0.04635568,0.88546798,12.28344924,2018-01-03 22:35:32
btc_usd,0.00559665,0.00571693,0.07840298,1.02149133,13.71416948,2018-01-03 22:35:32
ltc_usd,-0.00215352,0.00645257,0.0903679,3.99628942,14.00495356,2018-01-03 22:35:14
etc_usd,0.00116712,0.00230269,0.11191723,1.97297297,48.60273973,2018-01-03 22:35:14
bch_usd,0.00340434,0.00643073,0.11136563,1.88897611,17.31773925,2018-01-03 22:35:14
eth_usd,-0.00454094,-0.00370752,0.04677675,0.81646526,13.61671292,2018-01-03 22:35:14
btc_usd,0.00587479,0.00622299,0.07922499,1.05926931,12.73101975,2018-01-03 22:35:14
ltc_usd,-0.00271535,0.00588992,0.09128772,3.16911765,15.49898305,2018-01-03 22:35:04
etc_usd,0.00116712,0.00230269,0.11191723,1.97297297,48.60273973,2018-01-03 22:35:04
bch_usd,0.00497423,0.00643073,0.11136563,1.29280835,17.31773925,2018-01-03 22:35:04
eth_usd,-0.00505469,-0.00452352,0.04591941,0.89491525,11.15126263,2018-01-03 22:35:04
btc_usd,0.00810502,0.00712092,0.08066626,0.8785814,11.32806952,2018-01-03 22:35:04
ltc_usd,-0.00215352,0.00645257,0.09189813,3.99628942,14.24210526,2018-01-03 22:34:58
etc_usd,0.00078859,0.00930541,0.11191723,11.8,12.02711864,2018-01-03 22:34:58
bch_usd,0.00431146,0.00643073,0.11136525,1.49154343,17.31767989,2018-01-03 22:34:58
eth_usd,-0.00578436,-0.00529643,0.04533446,0.91564599,9.55943905,2018-01-03 22:34:58
btc_usd,0.00752081,0.00844769,0.08071284,1.12324162,9.55442659,2018-01-03 22:34:58
ltc_usd,-0.00117063,0.00643246,0.09187632,6.49488055,14.28322981,2018-01-03 22:34:47
etc_usd,0.00078859,0.00041007,0.11191723,0.52,272.92307692,2018-01-03 22:34:47
bch_usd,0.0046249,0.00643073,0.11136525,1.39045732,17.31767989,2018-01-03 22:34:47
eth_usd,-0.00617616,-0.00568842,0.04492252,0.9210283,8.89718876,2018-01-03 22:34:47
btc_usd,0.00617714,0.00715262,0.0789526,1.15791738,11.03827573,2018-01-03 22:34:47
ltc_usd,-0.00299473,0.00584172,0.09161875,2.95066667,15.683527,2018-01-03 22:34:34
etc_usd,-0.00085235,0.00119961,0.11279477,2.40740741,94.02631579,2018-01-03 22:34:34
bch_usd,0.00087786,0.00616183,0.1078126,7.01913043,17.49684093,2018-01-03 22:34:34
eth_usd,-0.00628641,-0.00577586,0.04483176,0.91878634,8.76191418,2018-01-03 22:34:34
btc_usd,0.00649377,0.00804477,0.07900637,1.23884568,9.82083264,2018-01-03 22:34:34
ltc_usd,-0.00298677,0.00584975,0.09098459,2.95855615,15.55358362,2018-01-03 22:34:26
etc_usd,0.0005998,0.00915491,0.11636203,15.26315789,12.71034483,2018-01-03 22:34:26
bch_usd,0.00074427,0.00616183,0.1110687,8.27897436,18.02527255,2018-01-03 22:34:26
eth_usd,-0.00647362,-0.0059666,0.04457536,0.92167931,8.4708134,2018-01-03 22:34:26
btc_usd,0.00698472,0.00821696,0.07996233,1.17642021,9.73137588,2018-01-03 22:34:26
ltc_usd,-0.00167651,0.00552052,0.0906714,4.29285714,16.42443962,2018-01-03 22:34:19
etc_usd,0.0005998,0.00915491,0.11674085,15.26315789,12.75172414,2018-01-03 22:34:19
bch_usd,0.00074389,0.00616183,0.10773092,8.28322217,17.48358523,2018-01-03 22:34:19
eth_usd,-0.00647022,-0.0059632,0.04457894,0.92163784,8.47567982,2018-01-03 22:34:19
btc_usd,0.0070884,0.00821696,0.07957949,1.15921238,9.68478525,2018-01-03 22:34:19
ltc_usd,-0.00240297,0.00550848,0.08931715,3.2923588,16.21449275,2018-01-03 22:34:05
etc_usd,0.0005998,0.00915491,0.11686713,15.26315789,12.76551724,2018-01-03 22:34:05
bch_usd,0.00074389,0.00616183,0.10781183,8.28322217,17.49671705,2018-01-03 22:34:05
eth_usd,-0.00643618,-0.00592914,0.04430297,0.92122072,8.47207242,2018-01-03 22:34:05
btc_usd,0.00831215,0.00844387,0.08086968,1.01584634,9.57732609,2018-01-03 22:34:05
ltc_usd,-0.00207636,0.00584975,0.08968687,3.81730769,15.33174061,2018-01-03 22:33:45
etc_usd,0.00309373,0.00593491,0.11396281,1.91836735,19.20212766,2018-01-03 22:33:44
bch_usd,0.00087786,0.00717023,0.10781183,8.16782609,15.03603747,2018-01-03 22:33:44
eth_usd,-0.006401,-0.00589508,0.04433418,0.92096343,8.52053468,2018-01-03 22:33:44
